,College Name or Type,guess,name,big10,pac,sisters,hbcu
5241,liberal arts 4 year,,,,,,
5242,public ivy baby,,,,,,
5243,"t25, private",1,1,,,,
5244,large public (third tier),,,,,,
5245,u of i,,1,,,,
5246,top private (non-ivy),1,1,,,,
5247,private (not the best school),,,,,,
5248,usnwr #37,1,1,,,,
5249,public/t25,1,1,,,,
5250,big metro area,,,,,,
5251,top 50ish,1,1,,,,
5252,"small, selective la",,,,,,
5253,huge state university,,,,,,
5254,top tier national liberal arts,,,,,,
5255,columbia u,,1,,,,
5256,public -- uc,,1,,,,
5257,school in paraguay,,,,,,
5258,mid-size state university,,,,,,
5259,univesity of souther,,,,,,
5260,university of stuff,,,,,,
5261,t-50,1,1,,,,
5262,u maryland,,1,,,,
5263,nccu law,,1,,,,
5264,suny - public,,1,,,,
5265,"public undergrad, grad",,,,,,
5266,pa university,,,,,,
5267,top 12 private,1,1,,,,
5268,big east largest private,,,,,,
5269,private - hamline university,,1,,,,
5270,t4,1,1,,,,
5271,loyola university chi,,1,,,,
5272,arkansas,,1,,,,
5273,u of arkansas,,1,,,,
5274,west chester university of pa,,1,,,,
5275,top 5 public school,1,1,,,,
5276,southwestern,,1,,,,
5277,best in the west,,1,,,,
5278,#1 party school,,,,,,
5279,university of south carolina a,,1,,,,
5280,top 50/ public,1,1,,,,
5281,big ol\' public,,,,,,
5282,florida undergrad,,1,,,,
5283,large public/tier 1,,,,,,
5284,public/sdsu,,1,,,,
5285,tier i / private (not top 100),,,,,,
5286,one of the top schools,,,,,,
5287,publick,,,,,,
5288,byu & uni of dallas,,1,,,,
5289,state satellite,,,,,,
5290,"uiuc,  #5 cs",,1,,,,
5291,city public,,,,,,
5292,william paterson university,,1,,,,
5293,"small, private (hamline univ)",,1,,,,
5294,michigan state univ,,1,,,,
5295,pulic,,,,,,
5296,big southern univers,,,,,,
5297,private t30,1,1,,,,
5298,top 40 public research,1,1,,,,
5299,st. john,,1,,,,
5300,mid tier 1 private,,,,,,
5301,poo state to small private,,,,,,
5302,indiana university of pa,,1,,,,
5303,a&m university,,1,,,,
5304,francis marion university,,1,,,,
5305,colby college,,1,,,,
5306,university of texas dallas,,1,,,,
5307,hbc,,1,,,,
5308,city college of new york,,1,,,,
5309,private (duquesne student),,1,,,,
5310,public - uva,,1,,,,
5311,top 12- private,1,1,,,,
5312,the best in the west,1,1,,,,
5313,public - acc,,,,,,
5314,social sciences,,,,,,
5315,"undergraduate, liberal arts",,,,,,
